time,val
-511380000,0.218
-511320000,0.204
-511260000,0.204
-511200000,0.206
-511140000,0.208
-511080000,0.21
-511020000,0.21
-510960000,0.278
-510900000,0.314
-510840000,0.312
-510780000,0.312
-510720000,0.312
-510660000,0.312
-510600000,0.312
-510540000,0.31
-510480000,0.308
-510420000,0.304
-510360000,0.304
-510300000,0.304
-510240000,0.302
-510180000,0.302
-510120000,0.304
-510060000,0.304
-510000000,0.304
-509940000,0.304
-509880000,0.302
-509820000,0.302
-509760000,0.24
-509700000,0.21
-509640000,0.21
-509580000,0.21
-509520000,0.212
-509460000,0.212
-509400000,0.304
-509340000,0.286
-509280000,0.286
-509220000,0.284
-509160000,0.284
-509100000,0.282
-509040000,0.282
-508980000,0.28
-508920000,0.26
-508860000,0.208
-508800000,0.264
-508740000,0.318
-508680000,0.312
-508620000,0.31
-508560000,0.308
-508500000,0.308
-508440000,0.308
-508380000,0.308
-508320000,0.308
-508260000,0.308
-508200000,0.304
-508140000,0.306
-508080000,0.306
-508020000,0.304
-507960000,0.306
-507900000,0.306
-507840000,0.304
-507780000,0.304
-507720000,0.304
-507660000,0.272
-507600000,0.212
-507540000,0.212
-507480000,0.21
-507420000,0.208
-507360000,0.282
-507300000,0.296
-507240000,0.296
-507180000,0.296
-507120000,0.296
-507060000,0.296
-507000000,0.296
-506940000,0.296
-506880000,0.368
-506820000,0.366
-506760000,0.368
-506700000,0.368
-506640000,0.47
-506580000,0.47
-506520000,0.464
-506460000,0.458
-506400000,0.448
-506340000,0.378
-506280000,0.376
-506220000,0.378
-506160000,0.378
-506100000,0.378
-506040000,0.38
-505980000,0.378
-505920000,0.376
-505860000,0.372
-505800000,0.3
-505740000,0.3
-505680000,0.298
-505620000,0.298
-505560000,0.248
-505500000,0.206
-505440000,0.206
-505380000,0.208
-505320000,0.206
-505260000,0.206
-505200000,0.208
-505140000,0.208
-505080000,0.208
-505020000,0.21
-504960000,0.21
-504900000,0.208
-504840000,0.208
-504780000,0.204
-504720000,0.206
-504660000,0.206
-504600000,0.206
-504540000,0.302
-504480000,0.316
-504420000,0.31
-504360000,0.31
-504300000,0.376
-504240000,0.384
-504180000,0.382
-504120000,0.382
-504060000,0.378
-504000000,0.376
-503940000,0.376
-503880000,0.378
-503820000,0.384
-503760000,0.316
-503700000,0.302
-503640000,0.3
-503580000,0.3
-503520000,0.272
-503460000,0.21
-503400000,0.21
-503340000,0.21
-503280000,0.21
-503220000,0.21
-503160000,0.21
-503100000,0.212
-503040000,0.21
-502980000,0.21
-502920000,0.24
-502860000,1.368
-502800000,1.358
-502740000,1.342
-502680000,1.326
-502620000,1.312
-502560000,1.306
-502500000,1.352
-502440000,1.41
-502380000,1.422
-502320000,1.418
-502260000,1.422
-502200000,1.424
-502140000,1.408
-502080000,1.398
-502020000,1.398
-501960000,1.412
-501900000,1.398
-501840000,1.39
-501780000,1.392
-501720000,1.394
-501660000,1.472
-501600000,1.486
-501540000,1.482
-501480000,1.404
-501420000,1.394
-501360000,1.394
-501300000,1.382
-501240000,1.376
-501180000,1.366
-501120000,1.306
-501060000,1.302
-501000000,1.304
-500940000,1.308
-500880000,1.316
-500820000,1.328
-500760000,1.334
-500700000,1.33
-500640000,1.332
-500580000,1.334
-500520000,1.41
-500460000,1.382
-500400000,0.404
-500340000,0.4
-500280000,0.396
-500220000,0.394
-500160000,0.39
-500100000,0.388
-500040000,0.388
-499980000,0.386
-499920000,0.384
-499860000,0.382
-499800000,0.382
-499740000,0.38
-499680000,0.378
-499620000,0.374
-499560000,0.374
-499500000,0.304
-499440000,0.282
-499380000,0.282
-499320000,0.282
-499260000,0.282
-499200000,0.28
-499140000,0.278
-499080000,0.282
-499020000,0.286
-498960000,0.288
-498900000,0.288
-498840000,0.282
-498780000,0.284
-498720000,0.282
-498660000,0.284
-498600000,0.284
-498540000,0.246
-498480000,0.26
-498420000,0.316
-498360000,0.31
-498300000,0.31
-498240000,0.308
-498180000,0.314
-498120000,0.314
-498060000,0.31
-498000000,0.306
-497940000,0.306
-497880000,0.304
-497820000,0.302
-497760000,0.298
-497700000,0.3
-497640000,0.302
-497580000,0.3
-497520000,0.218
-497460000,0.208
-497400000,0.208
-497340000,0.206
-497280000,0.214
-497220000,0.214
-497160000,0.214
-497100000,0.214
-497040000,0.212
-496980000,0.212
-496920000,0.212
-496860000,0.212
-496800000,0.206
-496740000,0.208
-496680000,0.214
-496620000,0.214
-496560000,0.216
-496500000,0.246
-496440000,0.322
-496380000,0.374
-496320000,0.39
-496260000,0.39
-496200000,0.388
-496140000,0.388
-496080000,0.386
-496020000,0.382
-495960000,0.38
-495900000,0.378
-495840000,0.308
-495780000,0.304
-495720000,0.306
-495660000,0.304
-495600000,0.3
-495540000,0.216
-495480000,0.216
-495420000,0.216
-495360000,0.214
-495300000,0.216
-495240000,0.218
-495180000,0.214
-495120000,0.214
-495060000,0.214
-495000000,0.21
-494940000,0.21
-494880000,0.21
-494820000,0.212
-494760000,0.21
-494700000,0.21
-494640000,0.21
-494580000,0.212
-494520000,0.24
-494460000,0.318
-494400000,0.314
-494340000,0.312
-494280000,0.31
-494220000,0.31
-494160000,0.31
-494100000,0.308
-494040000,0.318
-493980000,0.362
-493920000,0.538
-493860000,3.408
-493800000,4.816
-493740000,1.962
-493680000,1.714
-493620000,1.684
-493560000,1.226
-493500000,2.18
-493440000,2.782
-493380000,0.882
-493320000,0.596
-493260000,0.586
-493200000,0.618
-493140000,0.694
-493080000,0.684
-493020000,0.678
-492960000,0.68
-492900000,0.668
-492840000,0.666
-492780000,0.67
-492720000,0.67
-492660000,0.672
-492600000,0.682
-492540000,0.716
-492480000,0.782
-492420000,0.828
-492360000,0.846
-492300000,0.832
-492240000,0.826
-492180000,0.832
-492120000,0.83
-492060000,0.838
-492000000,0.85
-491940000,0.872
-491880000,2.25
-491820000,2.942
-491760000,3.41
-491700000,3.472
-491640000,3.466
-491580000,3.386
-491520000,3.33
-491460000,3.348
-491400000,3.31
-491340000,3.32
-491280000,3.398
-491220000,3.412
-491160000,3.444
-491100000,3.598
-491040000,3.75
-490980000,3.836
-490920000,3.792
-490860000,3.984
-490800000,3.992
-490740000,3.958
-490680000,3.968
-490620000,3.964
-490560000,3.918
-490500000,3.884
-490440000,5.166
-490380000,4.788
-490320000,2.676
-490260000,2.61
-490200000,3.096
-490140000,3.892
-490080000,3.476
-490020000,2.17
-489960000,2.322
-489900000,2.21
-489840000,2.428
-489780000,2.532
-489720000,2.226
-489660000,2.262
-489600000,2.676
-489540000,2.242
-489480000,2.128
-489420000,1.97
-489360000,1.592
-489300000,1.522
-489240000,1.508
-489180000,1.354
-489120000,1.33
-489060000,1.322
-489000000,2.918
-488940000,3.492
-488880000,3.52
-488820000,3.492
-488760000,3.516
-488700000,3.508
-488640000,3.486
-488580000,3.518
-488520000,3.644
-488460000,3.664
-488400000,3.628
-488340000,3.644
-488280000,3.626
-488220000,1.866
-488160000,1.476
-488100000,1.49
-488040000,1.478
-487980000,1.448
-487920000,1.406
-487860000,1.41
-487800000,1.408
-487740000,1.41
-487680000,1.402
-487620000,1.398
-487560000,1.304
-487500000,1.308
-487440000,1.302
-487380000,1.306
-487320000,1.306
-487260000,1.308
-487200000,1.316
-487140000,1.322
-487080000,1.322
-487020000,1.322
-486960000,1.312
-486900000,1.282
-486840000,1.324
-486780000,1.318
-486720000,1.33
-486660000,1.32
-486600000,1.326
-486540000,1.324
-486480000,1.426
-486420000,1.424
-486360000,1.366
-486300000,1.404
-486240000,3.078
-486180000,3.546
-486120000,3.562
-486060000,3.618
-486000000,3.626
-485940000,3.652
-485880000,3.678
-485820000,3.694
-485760000,3.708
-485700000,3.708
-485640000,3.694
-485580000,3.642
-485520000,3.576
-485460000,3.604
-485400000,2.012
-485340000,1.332
-485280000,1.322
-485220000,1.31
-485160000,1.326
-485100000,1.314
-485040000,1.31
-484980000,1.31
-484920000,1.314
-484860000,1.316
-484800000,1.326
-484740000,1.336
-484680000,1.336
-484620000,1.338
-484560000,1.296
-484500000,1.262
-484440000,1.368
-484380000,1.374
-484320000,1.364
-484260000,1.346
-484200000,1.328
-484140000,1.312
-484080000,1.322
-484020000,1.326
-483960000,1.326
-483900000,1.308
-483840000,1.302
-483780000,1.306
-483720000,1.312
-483660000,1.316
-483600000,1.32
-483540000,1.25
-483480000,1.204
-483420000,1.216
-483360000,1.296
-483300000,1.314
-483240000,1.304
-483180000,1.298
-483120000,1.3
-483060000,1.304
-483000000,1.298
-482940000,1.296
-482880000,1.29
-482820000,1.278
-482760000,1.234
-482700000,1.236
-482640000,1.24
-482580000,1.244
-482520000,1.242
-482460000,1.248
-482400000,1.316
-482340000,1.358
-482280000,1.352
-482220000,1.342
-482160000,1.332
-482100000,1.336
-482040000,1.346
-481980000,1.35
-481920000,1.348
-481860000,1.336
-481800000,1.338
-481740000,1.328
-481680000,1.336
-481620000,1.336
-481560000,1.332
-481500000,1.284
-481440000,1.252
-481380000,1.258
-481320000,1.246
-481260000,1.246
-481200000,1.24
-481140000,1.238
-481080000,1.238
-481020000,1.222
-480960000,1.24
-480900000,1.252
-480840000,1.296
-480780000,1.326
-480720000,1.332
-480660000,1.326
-480600000,1.334
-480540000,1.33
-480480000,1.33
-480420000,1.318
-480360000,1.33
-480300000,1.38
-480240000,1.378
-480180000,1.362
-480120000,1.352
-480060000,1.354
-480000000,1.356
-479940000,1.354
-479880000,1.344
-479820000,1.348
-479760000,1.356
-479700000,1.348
-479640000,1.34
-479580000,1.346
-479520000,1.352
-479460000,1.354
-479400000,1.332
-479340000,1.254
-479280000,1.248
-479220000,1.25
-479160000,1.258
-479100000,1.27
-479040000,1.266
-478980000,1.266
-478920000,1.26
-478860000,1.272
-478800000,1.268
-478740000,1.26
-478680000,1.254
-478620000,1.254
-478560000,1.244
-478500000,1.248
-478440000,1.258
-478380000,1.334
-478320000,1.33
-478260000,1.392
-478200000,1.406
-478140000,1.46
-478080000,1.516
-478020000,1.51
-477960000,1.506
-477900000,1.504
-477840000,1.494
-477780000,1.502
-477720000,1.492
-477660000,1.43
-477600000,1.416
-477540000,1.406
-477480000,1.398
-477420000,1.392
-477360000,1.42
-477300000,1.72
-477240000,1.756
-477180000,1.612
-477120000,1.602
-477060000,1.598
-477000000,1.508
-476940000,1.316
-476880000,1.498
-476820000,1.59
-476760000,1.602
-476700000,1.58
-476640000,1.6
-476580000,1.602
-476520000,1.61
-476460000,1.612
-476400000,1.63
-476340000,1.636
-476280000,1.626
-476220000,1.626
-476160000,1.626
-476100000,1.616
-476040000,1.612
-475980000,1.618
-475920000,1.698
-475860000,1.728
-475800000,1.8
-475740000,1.786
-475680000,1.79
-475620000,1.788
-475560000,1.796
-475500000,1.8
-475440000,1.792
-475380000,1.784
-475320000,1.778
-475260000,1.766
-475200000,1.722
-475140000,1.726
-475080000,1.734
-475020000,1.686
-474960000,1.622
-474900000,1.618
-474840000,1.614
-474780000,1.62
-474720000,1.618
-474660000,1.624
-474600000,1.636
-474540000,1.638
-474480000,1.65
-474420000,1.64
-474360000,1.642
-474300000,1.626
-474240000,1.628
-474180000,1.626
-474120000,1.63
-474060000,1.624
-474000000,1.63
-473940000,1.638
-473880000,1.636
-473820000,1.618
-473760000,1.622
-473700000,1.71
-473640000,1.742
-473580000,1.622
-473520000,1.69
-473460000,2.352
-473400000,2.138
-473340000,1.53
-473280000,2.414
-473220000,2.092
-473160000,2.858
-473100000,3.122
-473040000,3.092
-472980000,3.054
-472920000,3.026
-472860000,3.002
-472800000,2.686
-472740000,1.468
-472680000,1.434
-472620000,1.38
-472560000,1.378
-472500000,1.388
-472440000,1.406
-472380000,1.41
-472320000,1.412
-472260000,1.412
-472200000,1.414
-472140000,1.408
-472080000,1.41
-472020000,1.416
-471960000,1.422
-471900000,1.42
-471840000,1.41
-471780000,1.41
-471720000,1.412
-471660000,1.408
-471600000,1.402
-471540000,1.394
-471480000,1.48
-471420000,1.512
-471360000,1.512
-471300000,1.506
-471240000,1.458
-471180000,1.65
-471120000,1.766
-471060000,1.762
-471000000,1.76
-470940000,1.758
-470880000,1.756
-470820000,1.812
-470760000,1.848
-470700000,1.914
-470640000,1.93
-470580000,1.874
-470520000,1.844
-470460000,1.836
-470400000,1.838
-470340000,1.826
-470280000,1.834
-470220000,1.832
-470160000,1.83
-470100000,1.774
-470040000,1.768
-469980000,1.766
-469920000,1.768
-469860000,1.734
-469800000,1.726
-469740000,1.726
-469680000,1.732
-469620000,1.74
-469560000,1.74
-469500000,1.634
-469440000,1.5
-469380000,1.494
-469320000,1.634
-469260000,1.746
-469200000,1.73
-469140000,1.72
-469080000,1.72
-469020000,1.71
-468960000,1.714
-468900000,1.708
-468840000,1.7
-468780000,1.692
-468720000,1.69
-468660000,1.694
-468600000,1.696
-468540000,1.696
-468480000,1.692
-468420000,1.702
-468360000,1.746
-468300000,1.694
-468240000,1.69
-468180000,1.688
-468120000,1.686
-468060000,1.686
-468000000,0.764
-467940000,0.486
-467880000,0.408
-467820000,0.612
-467760000,1.516
-467700000,1.442
-467640000,1.426
-467580000,1.404
-467520000,1.398
-467460000,1.41
-467400000,1.404
-467340000,1.592
-467280000,1.594
-467220000,1.594
-467160000,1.606
-467100000,1.616
-467040000,1.632
-466980000,1.718
-466920000,1.71
-466860000,1.708
-466800000,1.718
-466740000,1.82
-466680000,1.894
-466620000,1.876
-466560000,1.864
-466500000,1.86
-466440000,1.87
-466380000,1.876
-466320000,1.88
-466260000,1.866
-466200000,1.874
-466140000,1.864
-466080000,1.794
-466020000,1.796
-465960000,1.876
-465900000,1.876
-465840000,1.878
-465780000,1.882
-465720000,1.888
-465660000,1.89
-465600000,1.902
-465540000,1.898
-465480000,1.888
-465420000,1.894
-465360000,1.858
-465300000,1.826
-465240000,1.822
-465180000,1.828
-465120000,1.82
-465060000,1.818
-465000000,1.812
-464940000,1.804
-464880000,1.798
-464820000,1.814
-464760000,1.87
-464700000,1.934
-464640000,1.934
-464580000,1.928
-464520000,1.918
-464460000,1.902
-464400000,1.896
-464340000,1.886
-464280000,1.888
-464220000,1.886
-464160000,1.886
-464100000,2.09
-464040000,2.06
-463980000,1.888
-463920000,1.888
-463860000,1.88
-463800000,2.12
-463740000,2.116
-463680000,1.764
-463620000,1.794
-463560000,1.71
-463500000,1.708
-463440000,1.706
-463380000,1.702
-463320000,1.704
-463260000,1.702
-463200000,1.7
-463140000,1.684
-463080000,1.678
-463020000,1.68
-462960000,1.634
-462900000,1.62
-462840000,1.626
-462780000,1.626
-462720000,1.62
-462660000,1.734
-462600000,1.744
-462540000,1.8
-462480000,1.926
-462420000,2.096
-462360000,2.054
-462300000,1.828
-462240000,1.808
-462180000,1.808
-462120000,1.808
-462060000,1.812
-462000000,1.812
-461940000,1.814
-461880000,1.822
-461820000,1.806
-461760000,1.808
-461700000,1.816
-461640000,1.822
-461580000,1.766
-461520000,1.706
-461460000,1.7
-461400000,1.684
-461340000,1.688
-461280000,1.69
-461220000,1.686
-461160000,1.718
-461100000,1.714
-461040000,1.71
-460980000,1.708
-460920000,1.712
-460860000,1.714
-460800000,1.698
-460740000,1.686
-460680000,1.68
-460620000,1.686
-460560000,1.628
-460500000,1.622
-460440000,1.616
-460380000,1.61
-460320000,1.608
-460260000,1.614
-460200000,1.662
-460140000,1.73
-460080000,1.734
-460020000,1.734
-459960000,1.742
-459900000,1.748
-459840000,1.748
-459780000,1.738
-459720000,1.72
-459660000,1.72
-459600000,1.722
-459540000,1.7
-459480000,1.7
-459420000,1.714
-459360000,1.728
-459300000,1.696
-459240000,1.648
-459180000,1.646
-459120000,1.646
-459060000,1.646
-459000000,1.638
-458940000,1.644
-458880000,1.638
-458820000,1.642
-458760000,1.72
-458700000,1.714
-458640000,2.332
-458580000,2.544
-458520000,2.536
-458460000,2.622
-458400000,2.6
-458340000,2.55
-458280000,2.522
-458220000,2.518
-458160000,1.628
-458100000,2.154
-458040000,2.462
-457980000,2.456
-457920000,2.558
-457860000,2.714
-457800000,2.682
-457740000,2.466
-457680000,2.4
-457620000,2.578
-457560000,2.554
-457500000,1.724
-457440000,1.748
-457380000,1.828
-457320000,1.926
-457260000,1.908
-457200000,1.898
-457140000,1.868
-457080000,1.946
-457020000,1.804
-456960000,1.764
-456900000,1.752
-456840000,1.744
-456780000,1.752
-456720000,1.732
-456660000,1.736
-456600000,1.746
-456540000,1.742
-456480000,1.762
-456420000,1.854
-456360000,1.934
-456300000,2.24
-456240000,2.528
-456180000,2.804
-456120000,2.932
-456060000,3.046
-456000000,2.908
-455940000,2.618
-455880000,2.706
-455820000,2.77
-455760000,2.492
-455700000,1.95
-455640000,1.956
-455580000,2.068
-455520000,2.036
-455460000,1.876
-455400000,1.828
-455340000,1.818
-455280000,2.186
-455220000,1.982
-455160000,1.978
-455100000,1.97
-455040000,1.974
-454980000,1.988
-454920000,1.984
-454860000,2.316
-454800000,2.812
-454740000,2.776
-454680000,2.722
-454620000,2.392
-454560000,1.89
-454500000,1.896
-454440000,1.952
-454380000,1.978
-454320000,1.912
-454260000,1.8
-454200000,1.818
-454140000,1.87
-454080000,1.858
-454020000,1.868
-453960000,1.942
-453900000,2.252
-453840000,2.604
-453780000,2.652
-453720000,2.654
-453660000,2.646
-453600000,2.384
-453540000,2.394
-453480000,2.786
-453420000,2.728
-453360000,2.606
-453300000,2.496
-453240000,2.778
-453180000,2.598
-453120000,2.604
-453060000,2.61
-453000000,2.594
-452940000,2.582
-452880000,2.77
-452820000,2.814
-452760000,2.782
-452700000,2.62
-452640000,2.51
-452580000,2.52
-452520000,2.65
-452460000,2.684
-452400000,2.58
-452340000,2.55
-452280000,2.558
-452220000,2.678
-452160000,2.396
-452100000,2.442
-452040000,2.464
-451980000,2.472
-451920000,2.292
-451860000,1.88
-451800000,1.876
-451740000,1.708
-451680000,1.696
-451620000,1.688
-451560000,1.486
-451500000,2.08
-451440000,2.214
-451380000,2.212
-451320000,2.228
-451260000,2.224
-451200000,2.212
-451140000,2.226
-451080000,2.222
-451020000,2.24
-450960000,2.258
-450900000,2.266
-450840000,2.254
-450780000,2.238
-450720000,2.242
-450660000,2.254
-450600000,2.74
-450540000,2.786
-450480000,2.764
-450420000,2.636
-450360000,2.568
-450300000,2.56
-450240000,2.562
-450180000,2.56
-450120000,2.524
-450060000,2.48
-450000000,2.482
-449940000,1.622
-449880000,1.456
-449820000,1.456
-449760000,1.456
-449700000,1.452
-449640000,1.456
-449580000,1.466
-449520000,1.464
-449460000,1.364
-449400000,1.372
-449340000,1.38
-449280000,1.512
-449220000,1.634
-449160000,1.71
-449100000,2.028
-449040000,2.3
-448980000,2.318
-448920000,2.294
-448860000,2.05
-448800000,2.154
-448740000,3.536
-448680000,4.314
-448620000,4.25
-448560000,4.714
-448500000,4.642
-448440000,4.58
-448380000,4.684
-448320000,4.836
-448260000,4.762
-448200000,4.68
-448140000,4.678
-448080000,5.436
-448020000,6.158
-447960000,4.868
-447900000,4.3
-447840000,4.058
-447780000,3.758
-447720000,4.012
-447660000,3.166
-447600000,2.164
-447540000,1.786
-447480000,1.796
-447420000,1.772
-447360000,1.744
-447300000,1.724
-447240000,1.71
-447180000,1.742
-447120000,1.846
-447060000,1.876
-447000000,1.746
-446940000,1.718
-446880000,2.01
-446820000,1.994
-446760000,1.988
-446700000,1.986
-446640000,1.848
-446580000,1.506
-446520000,1.482
-446460000,1.574
-446400000,1.556
-446340000,1.548
-446280000,1.616
-446220000,1.666
-446160000,1.67
-446100000,1.666
-446040000,1.664
-445980000,1.66
-445920000,1.648
-445860000,1.66
-445800000,1.658
-445740000,1.798
-445680000,2.564
-445620000,2.56
-445560000,2.722
-445500000,3.33
-445440000,3.276
-445380000,3.36
-445320000,3.432
-445260000,4.516
-445200000,3.7
-445140000,3.836
-445080000,4.114
-445020000,3.386
-444960000,3.324
-444900000,3.28
-444840000,3.312
-444780000,3.304
-444720000,3.292
-444660000,3.268
-444600000,3.282
-444540000,3.264
-444480000,3.204
-444420000,2.956
-444360000,2.674
-444300000,2.786
-444240000,2.892
-444180000,2.958
-444120000,3.454
-444060000,3.414
-444000000,3.81
-443940000,3.612
-443880000,3.406
-443820000,3.342
-443760000,3.418
-443700000,3.43
-443640000,3.382
-443580000,3.38
-443520000,3.374
-443460000,3.418
-443400000,3.348
-443340000,3.416
-443280000,3.398
-443220000,3.394
-443160000,3.392
-443100000,3.314
-443040000,3.312
-442980000,3.302
-442920000,3.29
-442860000,3.264
-442800000,3.602
-442740000,3.264
-442680000,3.274
-442620000,3.27
-442560000,3.298
-442500000,3.316
-442440000,3.306
-442380000,3.298
-442320000,3.288
-442260000,3.282
-442200000,3.286
-442140000,3.284
-442080000,3.292
-442020000,3.32
-441960000,3.336
-441900000,2.464
-441840000,2.298
-441780000,2.302
-441720000,2.4
-441660000,2.386
-441600000,1.958
-441540000,1.958
-441480000,2.022
-441420000,2.044
-441360000,2.038
-441300000,2.03
-441240000,2.024
-441180000,2.046
-441120000,2.024
-441060000,2.006
-441000000,2.006
-440940000,2
-440880000,1.974
-440820000,1.868
-440760000,1.836
-440700000,1.842
-440640000,1.854
-440580000,1.866
-440520000,1.87
-440460000,1.868
-440400000,1.862
-440340000,1.85
-440280000,1.86
-440220000,1.952
-440160000,1.782
-440100000,1.644
-440040000,1.652
-439980000,1.654
-439920000,1.664
-439860000,1.658
-439800000,1.654
-439740000,1.664
-439680000,1.668
-439620000,1.658
-439560000,1.664
-439500000,1.506
-439440000,1.488
-439380000,1.504
-439320000,1.504
-439260000,1.49
-439200000,1.49
-439140000,1.482
-439080000,1.556
-439020000,1.542
-438960000,1.534
-438900000,1.48
-438840000,1.486
-438780000,1.488
-438720000,1.492
-438660000,1.482
-438600000,1.452
-438540000,1.378
-438480000,1.334
-438420000,1.332
-438360000,1.37
-438300000,1.406
-438240000,1.396
-438180000,1.39
-438120000,1.396
-438060000,1.408
-438000000,1.404
-437940000,1.4
-437880000,1.412
-437820000,1.42
-437760000,1.408
-437700000,1.414
-437640000,1.412
-437580000,1.418
-437520000,1.428
-437460000,1.424
-437400000,1.416
-437340000,1.404
-437280000,1.404
-437220000,1.396
-437160000,1.458
-437100000,1.502
-437040000,1.498
-436980000,1.502
-436920000,1.496
-436860000,1.384
-436800000,1.376
-436740000,1.374
-436680000,1.448
-436620000,1.45
-436560000,1.42
-436500000,1.412
-436440000,1.48
-436380000,2.51
-436320000,3.088
-436260000,2.73
-436200000,3.332
-436140000,2.556
-436080000,2.65
-436020000,2.65
-435960000,2.602
-435900000,2.536
-435840000,2.516
-435780000,2.546
-435720000,2.526
-435660000,2.536
-435600000,2.534
-435540000,2.534
-435480000,2.502
-435420000,2.498
-435360000,1.604
-435300000,2.062
-435240000,2.488
-435180000,2.062
-435120000,1.636
-435060000,2.554
-435000000,2.024
-434940000,1.606
-434880000,2.596
-434820000,2.03
-434760000,1.818
-434700000,2.628
-434640000,1.696
-434580000,2.112
-434520000,2.556
-434460000,1.53
-434400000,2.284
-434340000,2.264
-434280000,1.592
-434220000,2.7
-434160000,1.9
-434100000,2.102
-434040000,2.368
-433980000,1.366
-433920000,2.522
-433860000,1.77
-433800000,1.926
-433740000,2.346
-433680000,1.254
-433620000,2.466
-433560000,1.352
-433500000,2.014
-433440000,1.932
-433380000,1.52
-433320000,1.812
-433260000,2.182
-433200000,1.146
-433140000,2.472
-433080000,1.296
-433020000,2.006
-432960000,0.558
-432900000,0.464
-432840000,0.432
-432780000,0.462
-432720000,0.43
-432660000,0.46
-432600000,0.534
-432540000,0.57
-432480000,0.428
-432420000,0.442
-432360000,0.442
-432300000,0.448
-432240000,0.426
-432180000,0.44
-432120000,0.42
-432060000,0.436
-432000000,0.416
-431940000,0.434
-431880000,0.414
-431820000,0.504
-431760000,0.408
-431700000,0.416
-431640000,0.394
-431580000,0.41
-431520000,0.39
-431460000,0.408
-431400000,0.388
-431340000,0.406
-431280000,0.338
-431220000,0.334
-431160000,0.314
-431100000,0.332
-431040000,0.314
-430980000,0.332
-430920000,0.296
-430860000,0.26
-430800000,0.242
-430740000,0.262
-430680000,0.244
-430620000,0.262
-430560000,0.254
-430500000,0.25
-430440000,0.26
-430380000,0.24
-430320000,0.334
-430260000,0.352
-430200000,0.366
-430140000,0.346
-430080000,0.362
-430020000,0.344
-429960000,0.984
-429900000,1.446
-429840000,1.454
-429780000,1.422
-429720000,1.428
-429660000,1.41
-429600000,1.426
-429540000,1.398
-429480000,1.346
-429420000,1.306
-429360000,1.382
-429300000,1.38
-429240000,1.396
-429180000,1.376
-429120000,1.404
-429060000,1.384
-429000000,1.408
-428940000,1.466
-428880000,1.592
-428820000,1.532
-428760000,1.514
-428700000,1.508
-428640000,1.488
-428580000,1.488
-428520000,1.478
-428460000,1.422
-428400000,1.3
-428340000,1.314
-428280000,1.292
-428220000,1.314
-428160000,0.682
-428100000,0.256
-428040000,0.264
-427980000,0.366
-427920000,0.342
-427860000,0.36
-427800000,0.34
-427740000,0.356
-427680000,0.336
-427620000,0.352
-427560000,0.334
-427500000,0.352
-427440000,0.33
-427380000,0.35
-427320000,0.34
-427260000,0.34
-427200000,0.298
-427140000,0.238
-427080000,0.258
-427020000,0.24
-426960000,0.258
-426900000,0.274
-426840000,0.334
-426780000,0.316
-426720000,0.334
-426660000,0.318
-426600000,0.334
-426540000,0.314
-426480000,0.332
-426420000,0.312
-426360000,0.278
-426300000,0.24
-426240000,0.258
-426180000,0.24
-426120000,0.26
-426060000,0.24
-426000000,0.258
-425940000,0.238
-425880000,0.258
-425820000,0.238
-425760000,0.258
-425700000,0.33
-425640000,0.37
-425580000,0.346
-425520000,0.364
-425460000,0.356
-425400000,0.346
-425340000,0.358
-425280000,0.338
-425220000,0.354
-425160000,0.336
-425100000,0.352
-425040000,0.334
-424980000,0.366
-424920000,0.392
-424860000,0.342
-424800000,0.322
-424740000,0.344
-424680000,0.326
-424620000,0.346
-424560000,0.328
-424500000,0.346
-424440000,0.328
-424380000,0.388
-424320000,0.4
-424260000,0.418
-424200000,0.4
-424140000,0.418
-424080000,0.396
-424020000,0.412
-423960000,0.392
-423900000,0.41
-423840000,0.324
-423780000,0.338
-423720000,0.322
-423660000,0.336
-423600000,0.336
-423540000,0.322
-423480000,0.334
-423420000,0.276
-423360000,0.378
-423300000,0.356
-423240000,0.372
-423180000,0.352
-423120000,0.37
-423060000,0.35
-423000000,0.368
-422940000,0.346
-422880000,0.364
-422820000,0.344
-422760000,0.36
-422700000,0.34
-422640000,0.36
-422580000,0.256
-422520000,0.266
-422460000,0.246
-422400000,0.268
-422340000,0.25
-422280000,0.266
-422220000,0.248
-422160000,0.268
-422100000,0.248
-422040000,0.266
-421980000,0.248
-421920000,0.266
-421860000,0.274
-421800000,0.336
-421740000,0.342
-421680000,0.324
-421620000,0.342
-421560000,0.322
-421500000,0.342
-421440000,0.322
-421380000,0.338
-421320000,0.266
-421260000,0.264
-421200000,0.246
-421140000,0.264
-421080000,0.328
-421020000,0.378
-420960000,0.354
-420900000,0.372
-420840000,0.35
-420780000,0.37
-420720000,0.348
-420660000,0.364
-420600000,0.346
-420540000,0.362
-420480000,0.342
-420420000,0.36
-420360000,0.338
-420300000,0.312
-420240000,0.244
-420180000,0.262
-420120000,0.242
-420060000,0.26
-420000000,0.252
-419940000,0.252
-419880000,0.264
-419820000,0.246
-419760000,0.266
-419700000,0.248
-419640000,0.268
-419580000,0.246
-419520000,0.264
-419460000,0.244
-419400000,0.258
-419340000,0.242
-419280000,0.29
-419220000,0.318
-419160000,0.336
-419100000,0.318
-419040000,0.338
-418980000,0.318
-418920000,0.334
-418860000,0.312
-418800000,0.322
-418740000,0.348
-418680000,0.368
-418620000,0.346
-418560000,0.364
-418500000,0.344
-418440000,0.362
-418380000,0.342
-418320000,0.36
-418260000,0.34
-418200000,0.36
-418140000,0.354
